google_index,links_in_tags,length_url,ratio_extRedirection,longest_words_raw,domain_age_created,nb_hyperlinks,ratio_digits_url,longest_word_path,web_traffic,safe_anchor,avg_word_path,nb_www,ratio_extHyperlinks,ratio_intHyperlinks,page_rank,status
1,80.0,37.0,0.875,11,0,17,0.0,6,0,0.0,4.5,1,0.470588235,0.529411765,4.0,0
1,100.0,77.0,0.0,32,5767,30,0.220779221,32,0,100.0,14.66666667,0,0.033333333,0.966666667,2.0,1
1,100.0,126.0,0.0,17,4004,4,0.150793651,17,5828815,100.0,8.142857142999999,0,0.0,1.0,0.0,1
0,100.0,18.0,0.25,5,0,149,0.0,0,107721,62.5,0.0,0,0.026845638,0.973154362,3.0,0
0,76.47058824,55.0,0.537037037,11,8175,102,0.0,11,8725,0.0,7.0,1,0.529411765,0.470588235,6.0,0
1,100.0,32.0,0.571428571,7,0,10,0.0,0,0,0.0,0.0,0,0.7,0.3,0.0,1
0,0.0,19.0,0.0,5,7529,98,0.0,0,0,100.0,0.0,1,0.918367347,0.081632653,1.0,0
1,100.0,81.0,0.0,32,5767,30,0.259259259,32,0,100.0,14.66666667,1,0.033333333,0.966666667,2.0,1
0,0.0,42.0,0.38,21,7298,63,0.0,0,0,27.27272727,0.0,0,0.793650794,0.206349206,5.0,0
0,93.10344828,104.0,0.193548387,10,9368,140,0.076923077,10,6774,58.13953488,5.538461538,0,0.221428571,0.7785714290000001,5.0,0
0,100.0,56.0,0.0,15,0,15,0.0,7,1627089,0.0,5.5,1,0.0,1.0,2.0,0
0,100.0,43.0,0.166666667,8,7911,88,0.186046512,6,944,62.5,3.75,1,0.0681818179999999,0.931818182,6.0,0
0,100.0,83.0,0.04109589,10,1505,325,0.012048193,10,158942,38.79310345,5.0,0,0.224615385,0.775384615,4.0,0
1,0.0,31.0,0.0,8,1761,3,0.064516129,8,1173197,0.0,6.0,0,0.0,1.0,4.0,1
0,82.35294118,25.0,0.357142857,8,2041,211,0.0,0,4297684,69.69696970000001,0.0,1,0.0663507109999999,0.933649289,2.0,0
0,100.0,51.0,0.0,12,3892,50,0.019607843,7,0,0.0,5.666666667,0,0.0,1.0,4.0,1
0,100.0,31.0,0.2,14,8301,125,0.0,0,99386,76.19047619,0.0,1,0.04,0.96,4.0,0
1,100.0,50.0,0.0,12,2316,23,0.06,8,0,0.0,6.333333333,0,0.0,1.0,0.0,1
1,0.0,34.0,0.0,15,2935,0,0.0,2,0,0.0,2.0,1,0.0,0.0,0.0,1
0,66.66666667,27.0,0.0,11,3932,219,0.148148148,0,927214,0.0,0.0,1,0.02283105,0.97716895,2.0,0
0,92.59259259,63.0,0.0,8,8759,147,0.0,8,26017,92.75362319,5.833333333,1,0.115646259,0.884353741,5.0,0
0,76.92307692,66.0,0.214285714,9,5647,77,0.0,9,1040,0.0,6.0,0,0.181818182,0.818181818,6.0,0
1,100.0,40.0,0.0,7,1184,13,0.1,7,0,0.0,4.5,0,0.076923077,0.923076923,0.0,1
0,100.0,48.0,0.2,9,3476,59,0.0,9,4672316,50.0,5.25,0,0.084745763,0.915254237,4.0,0
1,100.0,126.0,0.0,17,3993,51,0.095238095,17,5707171,100.0,7.375,0,0.0,1.0,0.0,1
1,46.15384615,41.0,0.0,19,7296,21,0.0,0,0,0.0,0.0,0,0.7142857140000001,0.285714286,5.0,1
0,100.0,36.0,0.333333333,19,6989,115,0.0,0,2203390,90.32258065,0.0,1,0.026086957,0.973913043,4.0,0
0,66.66666667,72.0,0.083333333,8,4845,68,0.0,8,5964,20.0,4.714285714,1,0.352941176,0.647058824,5.0,0
1,100.0,68.0,0.0,15,3993,51,0.161764706,15,5707171,100.0,8.5,0,0.0,1.0,0.0,1
1,66.66666667,163.0,0.4375,18,0,31,0.398773006,18,0,0.0,8.4,1,0.516129032,0.483870968,0.0,1
0,92.85714286,26.0,0.2,10,1170,95,0.0,0,390047,50.0,0.0,1,0.052631579,0.947368421,4.0,0
1,20.0,64.0,0.0,32,1237,36,0.34375,32,0,0.0,19.0,0,0.611111111,0.388888889,1.0,1
1,0.0,36.0,0.294117647,11,5627,21,0.25,0,0,25.0,0.0,0,0.80952381,0.19047619,5.0,1
1,0.0,61.0,0.0,10,3767,3,0.0,10,9264543,0.0,5.666666667,0,1.0,0.0,0.0,1
0,0.0,66.0,0.0625,21,9316,105,0.212121212,21,13,0.0,9.25,0,0.457142857,0.542857143,7.0,0
0,0.0,35.0,0.4,19,7849,16,0.0,0,0,45.45454545,0.0,1,0.625,0.375,4.0,0
0,96.66666667,113.0,0.146341463,20,3920,417,0.0,10,0,0.0,4.466666667,1,0.6882494,0.3117506,2.0,1
0,40.0,41.0,0.7142857140000001,6,5159,27,0.0,0,0,8.333333332999999,0.0,0,0.518518519,0.481481481,8.0,0
0,100.0,23.0,0.35,3,0,160,0.0,3,74862,17.39130435,3.0,1,0.125,0.875,3.0,0
0,72.22222222,31.0,0.346938776,7,5230,183,0.0,0,5828226,22.80701754,0.0,0,0.267759563,0.7322404370000001,7.0,0
1,100.0,84.0,0.0,26,3125,23,0.0,9,0,100.0,4.875,0,0.0,1.0,1.0,1
1,100.0,29.0,0.0,8,5026,1,0.0,4,544886,0.0,4.0,0,0.0,1.0,4.0,1
1,40.0,98.0,0.0,32,2300,22,0.295918367,32,0,60.0,8.142857142999999,1,0.454545455,0.545454545,2.0,1
0,94.44444444,15.0,0.0,5,2580,35,0.0,0,1671658,0.0,0.0,0,0.028571429,0.971428571,2.0,0
0,100.0,65.0,0.0,13,5825,265,0.0,9,7698,76.66666667,5.0,0,0.060377358,0.939622642,7.0,0
1,7.692307692000001,131.0,0.0,40,8019,26,0.030534351,40,0,0.0,7.545454545,0,0.884615385,0.115384615,4.0,1
0,31.25,50.0,0.277777778,10,7839,279,0.0,10,607,25.0,8.5,1,0.258064516,0.7419354840000001,6.0,0
1,0.0,51.0,0.0,14,2306,7,0.0,10,0,0.0,10.0,0,1.0,0.0,0.0,1
0,94.73684211,45.0,0.1,9,0,420,0.133333333,9,6431,94.68085106,5.5,1,0.023809524,0.976190476,6.0,0
1,100.0,159.0,1.0,40,1500,13,0.270440252,40,0,0.0,11.54545455,0,0.076923077,0.923076923,0.0,1
1,93.75,44.0,0.0,14,2739,43,0.227272727,7,11657,0.0,5.5,1,0.046511628,0.953488372,6.0,1
1,45.45454545,103.0,0.0,44,134,64,0.077669903,44,1508317,100.0,9.857142857,0,0.15625,0.84375,2.0,1
1,0.0,46.0,0.0,7,7802,0,0.0,7,0,0.0,3.75,0,0.0,0.0,5.0,1
0,100.0,45.0,0.45,10,7133,253,0.0,10,12,63.63636364,6.0,0,0.079051383,0.920948617,7.0,0
1,28.57142857,51.0,0.142857143,16,1690,91,0.0,11,0,50.0,7.5,1,0.384615385,0.615384615,2.0,1
1,82.85714286,38.0,0.348837209,11,1588,184,0.0,4,0,9.677419355,3.0,1,0.233695652,0.766304348,0.0,1
1,100.0,81.0,0.0,32,5767,30,0.283950617,32,0,100.0,14.66666667,1,0.033333333,0.966666667,2.0,1
0,52.63157895,112.0,0.03125,16,7615,83,0.0,11,2190,71.42857143,5.166666667,0,0.385542169,0.6144578310000001,5.0,0
0,50.0,39.0,0.0,9,8348,27,0.0,9,1,100.0,6.5,0,0.259259259,0.740740741,10.0,1
1,33.33333333,99.0,0.0,16,8348,27,0.0808080809999999,16,1,0.0,7.444444444,0,0.62962963,0.37037037,10.0,1
1,100.0,45.0,0.333333333,19,6989,118,0.0,5,2203390,90.0,4.0,1,0.025423729,0.974576271,4.0,0
1,0.0,60.0,0.176470588,18,5615,21,0.033333333,7,0,25.0,3.5,0,0.80952381,0.19047619,5.0,1
0,0.0,74.0,0.0,9,9327,0,0.081081081,9,4053,0.0,3.0,0,0.0,0.0,5.0,0
0,100.0,61.0,0.0,8,3561,54,0.0,8,6010,57.14285714,6.2,1,0.055555556,0.944444444,4.0,0
0,0.0,40.0,0.0,15,5614,0,0.125,0,0,0.0,0.0,0,0.0,0.0,5.0,1
1,0.0,52.0,0.0,16,5408,0,0.038461538,8,0,0.0,6.0,1,0.0,0.0,1.0,1
1,0.0,88.0,0.0,10,8346,1,0.0,10,1,0.0,6.0,0,1.0,0.0,10.0,1
0,83.33333333,74.0,0.0,10,5877,167,0.027027027,10,24587,100.0,8.166666667000001,0,0.011976048,0.988023952,5.0,0
1,7.692307692000001,46.0,0.36,8,2633,849,0.065217391,7,827,96.4504284,4.75,1,0.058892815,0.941107185,7.0,0
0,0.0,54.0,0.0,13,6512,0,0.0,13,1680566,0.0,9.0,1,0.0,0.0,4.0,0
1,0.0,54.0,0.0,10,0,5,0.0,9,0,50.0,7.333333333,0,0.4,0.6,0.0,1
1,100.0,38.0,0.291666667,9,7134,385,0.0,4,12,70.37037037,3.666666667,0,0.062337662,0.937662338,7.0,0
0,59.375,67.0,0.074074074,10,9394,212,0.0,10,1294,23.68421053,6.5,1,0.382075472,0.617924528,6.0,0
1,0.0,62.0,0.0,10,5044,0,0.0,9,0,0.0,5.333333333,0,0.0,0.0,0.0,1
1,100.0,59.0,0.0,13,2573,13,0.06779661,8,0,100.0,4.833333333,0,0.0,1.0,0.0,1
1,0.0,57.0,0.0,18,1246,0,0.01754386,5,7048,0.0,4.5,0,0.0,0.0,4.0,1
