google_index,links_in_tags,length_url,ratio_extRedirection,longest_words_raw,domain_age_created,nb_hyperlinks,ratio_digits_url,longest_word_path,web_traffic,safe_anchor,avg_word_path,nb_www,ratio_extHyperlinks,ratio_intHyperlinks,page_rank,status
1,0.6181181181181181,3.6375861597263857,0.6286086594223741,2.4849066497880004,-0.6626934856386061,2.8903717578961645,0.0,1.9459101490553132,0.0,0.0,1.7047480922384253,1.0,0.7477477477477478,0.37237237237237236,0.3184854585025017,0
1,1.0,4.356708826689592,0.0,3.4965075614664802,0.2920288055624534,3.4339872044851463,0.9358061573513081,3.4965075614664802,0.0,1.0,2.7515353132547147,0.0,0.32482482482482483,0.7957957957957957,-0.4684602784974955,1
1,1.0,4.844187086458591,0.0,2.8903717578961645,0.00016554920950252462,1.6094379124341003,0.8688688688688688,2.8903717578961645,15.578324450223061,1.0,2.2129729343199833,0.0,0.0,1.0,-1.2554060154974926,1
0,1.0,2.9444389791664403,0.22314355131420976,1.791759469228055,-0.6626934856386061,5.0106352940962555,0.0,0.0,11.587309113407466,0.625,0.0,0.0,0.309258588471283,0.8110660988727123,-0.07498740999749691,0
0,0.5990838488649994,4.02535169073515,0.4298565612082272,2.4849066497880004,0.6906713020445328,4.634728988229636,0.0,2.4849066497880004,9.074062353683555,0.0,2.0794415416798357,1.0,0.779563253308875,0.34069869711213213,1.105431195502499,0
1,1.0,3.4965075614664802,0.45198512347033,2.0794415416798357,-0.6626934856386061,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.8458458458458459,0.27427427427427425,-1.2554060154974926,1
0,0.0,2.995732273553991,0.0,1.791759469228055,0.5837265127059018,4.59511985013459,0.0,0.0,0.0,1.0,0.0,1.0,0.9252517823632612,0.1951639661175178,-0.8619331469974941,0
1,1.0,4.406719247264253,0.0,3.4965075614664802,0.2920288055624534,3.4339872044851463,0.9562566681283433,3.4965075614664802,0.0,1.0,2.7515353132547147,1.0,0.32482482482482483,0.7957957957957957,-0.4684602784974955,1
0,0.0,3.7612001156935624,0.3220834991691133,3.091042453358316,0.5454846453108186,4.1588830833596715,0.0,0.0,0.0,0.2727272727,0.0,0.0,0.8757752462368542,0.24463752989241605,0.7119583270025003,0
0,0.7243342345106784,4.653960350157523,0.1769307080779971,2.3978952727983707,0.8881715089810446,4.948759890378168,0.7447447447447447,2.3978952727983707,8.820994645747902,0.5813953488,1.8777018989581915,0.0,0.5902837776023829,0.5300847698756113,0.7119583270025003,0
0,1.0,4.04305126783455,0.0,2.772588722239781,-0.6626934856386061,2.772588722239781,0.0,2.0794415416798357,14.30230370120477,0.0,1.8718021769015913,1.0,0.0,1.0,-0.4684602784974955,0
0,1.0,3.784189633918261,0.15415068011297256,2.1972245773362196,0.6469663107358662,4.48863636973214,0.9049049049049049,1.9459101490553132,6.851184927493743,0.625,1.55814461804655,1.0,0.4048543879950625,0.7157157157157157,1.105431195502499,0
0,1.0,4.430816798843313,0.04027389874320311,2.3978952727983707,-0.4135419253373065,5.786897381366708,0.5799289202072733,2.3978952727983707,11.976300926363226,0.3879310345,1.791759469228055,0.0,0.5935413914076265,0.5268557190958658,0.3184854585025017,0
1,0.0,3.4657359027997265,0.0,2.1972245773362196,-0.3711613277046602,1.3862943611198906,0.7152152152152151,2.1972245773362196,13.975243911344805,0.0,1.9459101490553132,0.0,0.0,1.0,0.3184854585025017,1
0,0.6366366366366366,3.258096538021482,0.30538164944591867,2.1972245773362196,-0.3248075490439533,5.356586274672012,0.0,0.0,15.273587063596477,0.6969696970000001,0.0,1.0,0.39606499358314573,0.7242582346905039,-0.4684602784974955,0
0,1.0,3.9512437185814275,0.0,2.5649493574615367,-0.018375962254780234,3.9318256327243257,0.5955955955955956,2.0794415416798357,0.0,0.0,1.8971199849358813,0.0,0.0,1.0,0.3184854585025017,1
0,1.0,3.4657359027997265,0.18232155679395465,2.70805020110221,0.7115305024418508,4.836281906951478,0.0,0.0,11.50677659938335,0.7619047619,0.0,1.0,0.33933933933933935,0.7812812812812813,0.3184854585025017,0
1,1.0,3.9318256327243257,0.0,2.5649493574615367,-0.27928151643075905,3.1780538303479458,0.7047047047047047,2.1972245773362196,0.0,0.0,1.9924301646447515,0.0,0.0,1.0,-1.2554060154974926,1
1,0.0,3.5553480614894135,0.0,2.772588722239781,-0.1768065557486963,0.0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,1.0,0.0,0.0,-1.2554060154974926,1
0,0.5410410410410411,3.332204510175204,0.0,2.4849066497880004,-0.011753993874679248,5.393627546352362,0.8658658658658659,0.0,13.73994074861625,0.0,0.0,1.0,0.3028892187125859,0.8175696746175732,-0.4684602784974955,0
