PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.036927363190809026,-0.37619943348563434,-0.9816866130030439,0.2493916679337539,-0.47788672738218396,0.7857205485066827,-0.36263870085877054,-0.21416576160504588,-0.4546695588038768,0.6079888207036124
2.802442786038076,0.04157865311638198,-0.20009388511682152,1.1255801158584682,-0.047758589834758225,-0.19753697362361938,-0.5358898358898401,0.760033456194547,0.5195463937739913,-0.012082216137147883
2.187900178417136,-0.235403661749778,2.011240574015674,-0.7654676756128035,-0.1566887227122966,-0.6374425275083989,0.6434731631124717,0.7117175600063567,0.20986999784847876,-0.19482160452438468
-3.2883050082312493,-0.05563157577054273,0.7244900072262601,0.3134382288165921,-0.5139989258379055,-0.3186182454372946,-0.34051569165724654,0.4988454911524466,-0.59613551746675,-0.27747002203752935
0.04557771734330052,1.843536812190433,-0.4818878117957327,-0.2784913025011471,-0.24238887444941615,0.5128481768792401,-0.05294957712831633,-0.4525661433224051,0.2156883204689733,-0.08953315037353349
-1.6403165988958701,-2.4677084357384267,-0.15176282709819752,0.7114880098696018,-0.18396409253707557,-0.4648465409002459,0.2541621359801771,-0.18542281171545755,-0.2657708591035376,0.06041877573940213
-2.9209015866775214,-0.9490106129596161,-0.5670973113050465,1.105444661649457,-0.5237241040472557,0.620434057510209,0.3242387627425818,-0.6115590750018541,0.7993346252988405,-0.4405057311757319
2.7923929729403256,0.16425887029455477,-0.11898158846186267,1.1312134215377192,-0.016933077511329775,0.4734147326790707,-0.19550062939182883,0.5865109224563266,0.6544990087655655,0.5707319791716092
-1.317641794294362,-0.10876078087888288,-1.3079759256424237,0.9962262734439483,1.8955135614817076,-0.10149577367342122,-0.031055852514196847,-0.15222655233913188,0.1053958019142614,-0.6368992682039109
0.5490970776258132,1.7960993899071283,-0.1460117316816869,0.1001765732703495,-0.2512677505209743,-0.5895009427358794,0.866957714006332,-0.0839563870516487,0.07441706727193581,-0.8133692336087888
0.31902925255018,0.3473690869366889,1.4294541739792936,-0.5650119197626253,-0.008187919221675055,1.019598835757001,-0.1147170511242146,0.45696834692729027,-0.4899918066717086,-0.0650538900699037
-0.6642353819094696,1.456553680918403,-0.6081043025153914,-0.03732798460146969,-0.5443892933281277,0.2478920676665366,0.39005780676401425,0.433105527633146,0.1779623167458057,0.13928068634111612
0.19463694831246037,1.6606617119012128,0.7628472092389637,0.40777322882925243,-0.4824897315563078,-0.4590656626109928,0.26517683935738545,-0.1691411059937646,-0.8968783929544422,-0.5100505260687456
-0.03700744769713693,-0.35334477903704137,0.3808235381182068,-1.8138194237512955,-0.8081400256793293,-0.5546951143610018,-0.7674437083757062,0.38566066159967716,-0.19771775521959364,0.42821451868790184
-2.8475663311122967,0.3091908161101645,1.4855829858932716,0.3722697917393515,0.21893613391483568,0.27094505362272037,0.0057852687202928355,-0.024861664167049075,-0.07220257019448972,0.1010976327322265
0.4655819173362442,0.06366129948674604,-0.8250467889742962,0.7022959648678778,-0.5324465922812253,-0.13824038040839728,-0.12809322597463596,0.6954741667763151,-0.2718567966907338,-0.2542298475296181
-2.229671057958281,0.7077648184011435,0.5253976685834778,0.46031878510126795,1.1440654225946856,0.2729308386324788,0.1952521030760005,0.5825693900553759,0.647275626357035,0.06474405257143301
0.9486506949588344,-1.2342915169117232,0.09255463125545343,0.8902049155733779,-0.9705601176187147,-0.20904335630543136,-0.14320948047469778,0.4252781949711285,0.1284315814975528,-0.015149970995707696
0.1568850235119279,-2.669070902205068,-0.371318496126849,-0.4125521281242028,0.3262478393500262,0.9400570296422105,-0.1571322847159185,-0.07751873086951969,0.5321669999604464,0.3270016459364842
-2.412233169133361,0.2526227789611788,1.2638405253170022,0.4704550333776251,0.7011696171440327,0.14799212627757388,0.021411705742608644,-0.10266576142264644,0.10696656499941543,0.16747377512930284
-0.27315140690577683,1.8389685770399495,0.03757804800615183,-0.03249986568962343,-0.681584021162683,0.3435269347624755,0.5816223060854141,0.015989873745617333,0.38846857938903384,-0.2057426524276632
0.0760834638671899,1.4123073498169965,-0.6942208841294151,-0.19688327820122664,-0.4559521060447741,-0.15352091915671479,0.12265039086977947,-0.09642648708289359,-0.40435239196317846,-0.6190955763413631
